,full_name,customer_id,branch_id,branch,birthdate,father_name,loan_superviser_id,bc_id,bc_serial,postal_code,phone_number,cell_phone
228,Bernard Johnston,33261248,50369,Sparr,1996-07-10,Jose,71744,988452527,40f025229,1955528343,054-66207895,09164159292
229,Betty Alvaro,95652556,31819,Ylonen,1928-10-27,John,40577,54500238546,29k489796,7909952191,051-33018113,09986698857
230,Arlene Sanderson,19326408,76786,Smith,1905-05-08,James,67289,18095,43b608884,5058526377,024-66965139,09800407082
231,Maria Weathers,50517073,88960,Mcfarland,1995-01-14,Christian,94980,4965,75r945666,7882598248,034-44307239,09542580985
232,Myrtie Roof,95423641,21700,Faust,1994-01-21,Casey,61899,752,91s284803,2732281364,083-00354529,09003753288
233,Mario Thigpen,74434991,95006,Delfuente,2016-04-15,Timothy,32449,44,45i638041,8679446804,066-00446979,09365368270
234,Robert Hangartner,19747825,70875,Roman,1911-10-17,Terrance,79545,8512962,98p778132,9947290688,021-77990434,09760700099
235,April Defabio,65397892,64520,Gonzales,2017-06-02,Mark,6106,0,29c893441,0268384704,076-99396790,09157473993
236,Edgar Felder,95604019,93112,Wilson,2010-07-04,Jose,34609,8,07a660524,4293863136,054-88338866,09635866662
237,Reagan Klarich,50373110,37308,Burroughs,2004-02-07,Gerald,61339,55123,02x898599,7791487899,083-77880116,09488069151
238,Evelyn Rodriguez,31110877,8940,Wong,2022-06-07,Michael,11101,6634086281,36k834143,1156130858,081-66306418,09978535054
239,Juanita Harvilla,81545761,28772,Rodriguez,1993-12-21,Nathan,68456,168703,92o167464,2880641141,023-77662836,09141947493
240,Samuel Luedtke,96378265,38814,Guillory,2020-01-21,Robert,56993,6661846689,04y017538,8064544995,021-44433031,09194735110
241,Richard Bullock,91014559,49460,Sloan,2000-12-23,Jason,7489,26,69d649509,9983578667,054-33944671,09010127070
242,Autumn Cart,27881458,51766,Donovan,1900-08-09,Scott,12859,7010,46j147681,5732842704,041-11654691,09605636014
243,Meghan Dickerson,75006925,84762,Lewis,1966-06-17,Paul,67716,1,43p414048,0861249334,081-99786882,09291560736
244,Frances King,83348953,36451,Peak,1999-07-04,Gary,42419,233467,32k598718,6113913912,031-44927282,09818039613
245,Douglas Messer,12360739,99971,Cooke,1906-01-23,Mario,76640,63,78j486550,3252294225,026-33117745,09436215756
246,Jacqueline Scott,71569055,242,Hill,1950-07-28,George,37011,97,34q444282,5541478757,074-77147984,09504717735
247,Jack Griffith,76650063,94718,Osterman,1983-05-23,Jackie,83727,50552385,35c855190,8730342119,031-99438865,09100151074
248,Dan Vaughn,56470505,10414,Allan,1933-05-22,John,55832,28283065,79g600729,2960574171,054-55862080,09656709333
249,Kelly Maeda,66880322,92873,Loew,1946-11-10,Maxwell,70947,296131,76w673817,7989971370,066-33369623,09358167729
250,Jim Clement,68531811,10770,Hansen,1941-09-12,David,33956,910459344,67g293032,0974295293,011-66912074,09688380602
251,Larry Mcdonald,89633079,55402,Wilson,1965-01-14,Evan,97573,94762531,47r769983,4025812193,034-11206988,09641268623
252,Margaret Manor,55927111,86175,Pitts,1926-03-10,Charles,26359,60190181,84y034093,5108166902,021-88329294,09334120401
253,Douglas Johnson,94457595,46440,Sammon,1984-12-20,Douglas,72374,2592175,77x851625,4581979739,021-66433307,09735268408
254,Hershel Spies,12734453,88699,Morton,1980-02-14,Vince,47064,8229614,82r597032,1484577133,077-22754099,09645199383
255,Albert Everett,69539029,28298,Waller,1955-03-26,Harold,69339,14783,81w520240,1983556394,074-11963904,09638555456
256,Stella Cayea,31200583,26397,Lamoreaux,1981-12-01,Robert,13207,833178911,84o245436,5946864679,051-55379016,09749314148
257,Karen Messer,74269268,70458,Kemp,1969-06-17,Melvin,31052,101953464,09i043871,9673004771,058-66401574,09628773337
258,Paul Mitchiner,76542861,22879,Briley,1951-05-25,Joel,29423,98217366,54c938216,7403491034,083-22290936,09370115706
259,Keith Smith,23965928,40021,Messina,1987-08-05,Charles,31180,59637263760,47i210413,3056498436,023-66396835,09262121316
260,Muriel Dugan,26362737,96419,Watts,1921-04-16,Christopher,15518,80269635112,06o704212,2376963229,028-33010215,09102816469
261,Lucille Olaughlin,36616133,44441,Goodier,2021-08-17,Shannon,93097,24,65d095938,1529193692,086-66557474,09901981278
262,Clara Christensen,63523942,71904,Wise,2013-02-25,Bobby,14095,54362,69p410156,5743561455,087-66934840,09409482466
263,Malcolm Hughes,60182264,33909,Sanders,1979-02-19,Joshua,28657,4,94d696593,6935234967,013-99861804,09283892363
264,Nellie Yoder,11579045,10511,Deyoe,1975-06-09,Justin,31297,2121,65n125666,1473845437,054-77866272,09945596247
265,William Patterson,26648866,99686,White,1949-08-03,Jose,35899,81226,98p104005,5472729824,074-44465165,09368215450
266,Linda Avera,11239002,74007,Tlumacki,1969-01-14,Alex,10261,450244,27c879703,1073488321,056-99662654,09886894500
267,Marilynn Dillingham,19403856,33531,Montalbo,1978-12-27,Jody,20719,28542965417,61s492078,7790965674,051-00585709,09349002887
268,Micaela Johnson,65067683,38726,Gumina,1908-08-05,James,36492,945,69g751038,0619960752,021-55193700,09218591019
269,Michael Goodwin,43329576,28644,Oshima,2019-06-09,Marvin,60349,37875741,52t549700,8105029509,084-77670016,09894787326
270,David Haywood,37819599,32728,Brown,1903-05-21,William,98888,145162230,02b590391,4608690010,045-99531906,09488786634
271,Susanne Andrade,61548159,95981,Steely,1903-03-10,Jeff,49085,9,49s462718,8614951117,041-88650334,09176972029
272,Margaret Starrick,45080022,21645,Cochran,1990-06-22,Saul,49460,92588822968,81k141823,0914446138,066-33725595,09050856744
273,Joseph Guidry,40437311,56960,Moore,1948-10-17,Jose,29887,02348,32v916684,4004491046,081-44022081,09424982348
274,Jacob Bell,14947318,4773,Martin,1955-07-09,Fred,69221,6395460,24t280144,4510875077,051-99032390,09440194045
275,Rick Dabrowski,46280408,24895,Poundstone,1941-07-13,John,120,928573,72l318496,6035317861,028-88372842,09071778523
276,Nicholas Boyd,18430808,4891,Crooks,1991-05-24,James,58451,336879,74p141131,4760586248,028-44120053,09358841787
277,Mary Speer,82242476,75777,Torres,2011-02-19,Leo,90061,20702251034,14h225127,0452220877,083-44566677,09090431661
278,Harold Sullivan,55600093,808,Lucky,1988-04-27,John,99705,95,16i171642,2200666524,054-88376364,09247896210
279,Marcia Erikson,76108313,12435,Lewis,1944-02-01,John,48785,07291,29b457030,4654136213,038-44964859,09890691128
280,Jennifer Stoffregen,99346293,91159,Bernal,1951-08-14,Danny,74031,8022,62m681337,4458206529,044-55477832,09032379387
281,Natalie Mcadams,83050725,16330,Morgan,1938-04-25,Ernest,67295,4550661,82d689216,6817440186,017-33467164,09701423510
282,Howard Beaver,77550570,66129,Lee,2015-10-21,Jeffery,26004,6,29w239397,0018929758,013-88382212,09318475301
283,Kelly Simoneau,45019018,49134,Johnson,1944-04-09,Jamie,61834,62,89r418189,1205097850,038-00897192,09916863927
284,Josh Karasti,95954475,80793,May,1983-09-24,Rocky,45758,06795356337,93g467504,5868373289,084-88524903,09743648747
285,Jack Mclaughlin,35519374,4770,Joyce,1966-07-13,Herman,97397,61525542790,19m033249,2072523048,086-66181247,09471357022
286,Gia Harvey,22359318,40313,Diaz,2008-01-15,Jasper,96404,9690600068,95x567197,9254124989,061-77229582,09345035412
287,Cheryl Grim,90028260,81993,Williams,1928-04-09,Alan,52778,44648910,14s957546,7621045897,028-00288427,09056918970
288,Mary Queen,24779863,75590,Birdsell,1952-03-03,Steven,11570,74,74a659205,0006877433,026-33291335,09767270828
289,Rocco Pridgen,96445334,52784,Miller,1947-10-03,Matthew,79851,2510893706,64a428610,2366017506,017-77367688,09628965471
290,Lindsay Ferguson,17776678,3480,Jackson,1900-09-02,Phillip,56699,56467040924,25h845832,7034517057,071-44856310,09180805033
291,Sophia Odom,57091785,24608,Flores,1943-02-10,Elvin,96979,24443755276,93d684938,2767650407,066-22114030,09741230143
292,Gabriel Fleckenstein,58124293,60503,Hodge,1910-04-08,Paul,8798,9,27q687946,5183661905,034-77447026,09986025557
293,Craig Elias,51187668,82905,Rady,1947-12-01,Wendell,95668,44477314720,18k636673,9928068301,026-44975530,09501201796
294,Marta Trujillo,40739755,50730,Huggard,1997-07-28,Christopher,4403,5841,71n013460,3382399074,034-77558862,09211455101
295,Mark Matthewson,95321156,20447,Warren,1952-10-09,John,12546,20244424,15m080150,4842514380,076-11358839,09057557311
296,Michael Carter,55995909,71879,Reighard,1906-09-24,Jose,75363,962826,63s842389,7889917617,058-66678344,09243363977
297,Kelly Alexander,21475599,43946,Mcgraw,2006-02-24,Paul,60413,6816,51k391241,4341705973,024-66134868,09270506388
298,Jamie Lipton,25485086,28543,Collini,1998-07-19,Leland,7803,84,82k861185,4238549188,013-44694013,09373912478
299,Scott Emberling,28673950,94309,Collins,1946-02-19,James,42355,0468684,66d944687,8597829407,051-66692981,09806522644
300,Jeffery Tainter,11112312,22786,Hyde,1927-09-04,Carl,21255,7803203529,07d144431,0964764799,077-99246986,09903304778
301,David Elmore,69603157,21728,Kincaid,1912-01-26,Jae,7340,55,07x242077,3081985906,076-99770157,09967424289
302,Carl Frazier,28277793,31126,Hooper,1999-12-11,Michael,27374,49327,91r529655,5816385682,026-55526122,09308559356
303,Brenda Mccarty,56647654,18122,Anderson,1915-02-21,Oscar,9046,02,39d482354,3604861389,054-66529581,09597874499
304,Bruce Anderson,74568059,24794,Shaffer,1942-02-05,Samuel,3417,498465471,92c302971,1441619440,045-11556957,09978433482
305,John Carson,25926568,42649,Berger,1906-11-17,Michael,58444,35192978892,98o494348,7537297319,031-44284758,09271966780
306,Mark Johnson,36641113,79091,Kuennen,1943-11-11,Travis,63335,4,91r759956,0917744192,054-66489683,09609266931
307,Rachel Mccue,81846108,6347,Nigro,1949-06-26,David,10069,953,96d766006,7255056187,054-11362192,09435108578
308,Deborah Gallagher,14510400,68035,Rizzi,1987-11-18,William,13782,74827613,16d094841,9622737515,034-22748266,09842673221
309,Barbara Reitan,30677585,25697,Lewis,1929-08-07,Lyle,36558,5083855038,76l120568,5101712721,071-66053769,09370694571
310,Larry Simpson,48276162,52915,Lee,1977-11-10,David,321,1495551,47w309867,0964757010,041-88360049,09603345483
311,Richard Homa,99577426,55473,Roberts,1932-12-15,Barton,63191,303957,60o265587,2530370707,023-66150362,09584660312
312,Alice Vanetta,51180264,90257,Purifoy,1917-12-15,Jose,18449,2,99v687596,7457327218,031-77030228,09022415239
313,Jeffrey Heavilin,38731514,8591,Norley,1971-12-07,Tony,92786,170584,60m285419,0209787625,058-44596404,09774538217
314,Michael Dorsey,86748626,29560,Dukes,1958-10-15,Manuel,17889,31008202594,51w759467,7123721041,061-55247843,09438476287
315,Michael Cason,52480878,51515,Sheldon,1917-01-03,Clayton,9897,15262240,32m766798,4502077920,038-33923951,09757423439
316,John Hadlock,86500344,21832,Mansfield,1941-08-15,John,46016,7698195258,12w724231,2890692731,044-00287258,09664054889
317,Clifford Rubio,96656519,20869,Cullum,1946-12-09,Quincy,23578,9130,17i664185,2956278394,081-33699076,09959981060
318,Ernestine Jones,56161178,76326,Boll,1986-03-01,Patrick,95558,26,03g166641,8496701550,087-99209780,09375942249
319,Robin Poole,67471003,91394,Huxtable,1945-07-18,Gerardo,73261,47998,54s032908,7801875259,084-11461185,09200683779
320,Melissa Fudge,96416977,33574,Brooks,1966-11-17,Austin,62049,118594,00s967824,2688817014,076-33742609,09849564997
321,Alice Wilson,77656259,3683,Phillips,1932-10-18,Scott,22826,77,49i560670,8601263536,021-00851447,09602800288
322,Frederic Adams,50823524,52563,Bonilla,1949-09-11,Clarence,46863,7430021586,43z301308,6780223285,041-88342477,09541360280
323,Sally Rogowski,82979048,51871,Kachmarsky,2000-01-08,Bryan,34254,307,11r533321,5237532577,074-88794159,09433866207
324,Jimmy Daugherty,60663206,5878,Dougherty,1961-09-03,Carl,9182,23324806684,42u122001,2884519717,045-55118300,09904321946
325,Anthony Jennings,99325756,47856,Dente,1918-12-10,Martin,51866,697526918,96z754540,5838172185,084-11914998,09441321865
326,Robert Cope,45729745,37497,Killian,1944-03-16,Robert,28260,9,27n906892,9563383947,056-55490625,09351006473
327,Susan Gonzales,62464743,40007,Crawford,2016-09-04,Gary,2368,89,11u976814,6972441526,011-11907700,09897470370
328,Jennifer Miller,57430455,15997,Scott,1958-02-02,Dennis,56848,7960,96f268947,0992391095,054-99186497,09503354219
329,Janice Grogan,97173767,80624,Yoder,1974-01-10,Salvatore,95071,3213647803,47e777764,7178075367,074-99248532,09165484192
330,Stephanie Bank,37456267,14697,Owens,1964-12-04,Rolando,28342,11,00f541343,1699773978,074-44396355,09849053958
331,Joshua Sisco,96998949,81451,Toland,1987-09-06,Harlan,14760,24123,74z881858,4699730571,045-22983849,09610929440
332,John Szabat,15654983,39079,Diaz,1973-06-08,Paul,10806,73040839,35e015097,8814359644,084-77506699,09685988253
333,Wayne Silva,46912793,87750,Smith,1929-12-20,Leo,27326,8,97a772051,8467551906,086-66147666,09515701614
334,Savannah Estes,81619472,43867,Stanton,1941-03-20,James,23811,31729684099,25g631013,7653356208,083-99920555,09852390897
335,Johnnie Collini,32090047,11573,Brereton,1907-10-09,Eric,50457,9767299764,16e476855,3948752473,081-99394221,09348165665
336,William Stewart,78498639,97563,Vollstedt,2004-10-17,Levi,22803,8745,16a173045,5357045312,024-22225798,09050187016
337,Kurt Boone,39993646,69396,Long,2019-04-08,Robert,85835,09,35g174565,4537591424,013-33822634,09185991594
338,Mary Nelson,13707656,80068,Hidalgo,1996-06-16,William,43141,405249511,12m940953,1744594241,031-00077552,09631899018
339,Jaime Ternullo,98063601,93285,Keefe,1993-06-27,Robert,90513,475620175,63s053104,5407861234,084-55640579,09148749214
340,Juan Lee,14808324,25232,Williams,2001-09-20,Sammy,35208,6755503,87o749476,9934991433,054-44816037,09537685874
341,Bruno Barnes,94697835,51773,Morey,1914-06-13,Mark,91626,7020942,69g488751,4596148883,077-11913103,09317473438
342,Linda Young,90953629,83266,Sullivan,1923-12-20,Matthew,76157,261,39t943836,5503747562,071-11551983,09421982246
343,Henry Allen,46993059,30237,Elrod,1996-05-22,Brian,69664,6676750485,25t435306,6749959140,021-55542452,09155347703
344,Bryce Bluma,65081012,59414,Russell,1958-10-02,James,36798,328,52d817361,2948706819,051-55351155,09981061572
345,Sylvia Martinez,79921143,81982,Doherty,2017-06-13,James,62769,63810315701,62v066204,6570189301,038-77782756,09859583572
346,Walter Wilcox,22056166,99585,Maybury,1901-03-28,Joe,56295,15052629678,87c673125,4008581727,041-66905078,09745529470
347,William Donaldson,93133776,49512,Rivera,1932-07-11,Justin,68395,98990,26k015195,4729725671,058-11220315,09792117041
348,Anthony Egger,33665150,41525,Buzbee,1945-10-10,Brian,70604,292,77s380738,2312098409,017-11923038,09362137612
349,Vicki Yingling,36169320,73815,Hanes,1914-04-15,Colby,94615,636,60j897349,0393386276,086-88297463,09812575765
350,Edward West,14168552,66394,Winter,1926-05-19,Marc,31729,520791916,15x176326,0644967958,076-44676696,09518309501
351,Alicia Edwards,98386935,23105,Starrett,1975-11-27,Robert,78220,5058,81m449514,2476499339,084-99005932,09819929937
352,Miesha Rincon,50271044,57439,Holloway,2011-01-03,Andrew,30191,3472850618,43f756872,2019215371,061-66387983,09343670154
353,William Tiner,15710335,28257,Swarey,1996-04-12,Ernest,97841,696,85q484949,0393799713,066-66081928,09365647384
354,Carolyn Hester,92059224,60127,Ollendick,1950-12-14,John,21784,3861066631,63n877691,3145568328,077-99765938,09076611962
355,Robert Barksdale,43642522,17037,Martin,1995-10-16,Frank,4296,0783707547,61y967253,2880248040,021-00549144,09955336930
356,William Peterson,53164630,5509,Treloar,1969-12-15,James,26883,1,78a351781,0758986091,051-33992006,09190520069
357,Adam Garner,36461488,3230,Acosta,1921-07-13,John,19041,088620,20w736060,0135994366,026-88269559,09678781167
358,Arlene Yoder,59931037,23150,Price,1930-06-07,Chris,67720,072,43x704015,8207628758,066-99166983,09043528644
359,Heather Fruchter,82602601,97564,May,2003-07-13,John,53834,707047828,88m590061,4241031653,074-22116044,09265863923
360,Rhoda Deanda,88222719,4112,Castillo,2021-08-27,Joseph,91237,93536,66h988344,2105780569,011-44185626,09473922118
361,Michelle Brown,29666460,55131,Ahn,1921-10-24,Paul,93606,10,96a164939,7363519192,071-55555028,09433594181
362,Tiffany Brown,10238444,17713,Vazquez,1903-01-03,Omar,87017,3193476289,89v888873,5016181124,034-55337195,09239347181
363,Logan Hooks,34348163,82210,Rhodes,1966-02-28,Clyde,8223,02022,92h731644,9604525977,061-44330602,09938986834
364,Sharika Matta,12772909,75332,Walters,1984-05-17,Charles,42085,31997474,44j344992,9642244192,054-22620380,09862659471
365,Christopher Moore,40870710,47432,Winstead,1933-04-13,Thomas,8047,64,97s914336,9281778984,066-00522440,09241229174
366,Patricia Burks,97488035,71125,Richardson,1938-10-27,Lorenzo,81668,1100288995,18z042183,5138620692,077-66952984,09498213738
367,Edward Suben,44578562,13905,Handley,2014-06-07,Anthony,63701,4110,84y401580,7609169930,021-99113278,09834685225
368,Trudy Shelly,10171259,21324,Moscoso,2015-04-26,Daryl,8603,84755,45v965192,3725503242,083-77369637,09066523205
369,Roger Raby,85564271,95861,Hilton,2016-09-18,Vernon,83802,442600114,72r083841,3929232841,056-77719942,09757869908
370,Jeremiah Noell,27608132,2426,Romeo,1959-07-10,Alvin,57283,1105501897,04h251113,0707980279,081-33705156,09524002530
371,Mary Mclaughlin,88605364,43954,Minnerly,2008-04-01,Colin,92342,94876429190,13w561803,9883767944,084-99751290,09840298862
372,Leslie Krueger,99497727,96605,Rao,1912-07-22,Frank,51190,150319321,16y733962,5250859972,017-00801685,09021827952
373,Wilma Rose,63910269,36882,Duran,1917-01-01,Paul,40724,71,19y834957,2531806008,054-77976656,09373179496
374,Joseph Diaz,70302851,61678,Maultsby,2010-02-19,Trevor,80113,9,99o239280,5960326058,024-66873688,09721384826
375,Albert Pierson,76328762,34317,Marron,1974-01-17,William,53546,4269565,90l064114,3063917895,013-11536150,09112467577
376,Katherine Trippel,32598677,85223,Dorman,1975-01-18,Larry,7775,8796,22g082692,6911665496,083-00786856,09132723242
377,William Snyder,77323109,19372,Mccown,2021-10-06,Hector,6115,35396847,90z642767,2213322381,031-22353649,09483377988
378,Joshua Win,52087205,67835,Snyder,1987-10-11,Victor,63538,4237211,70m437030,6568084437,026-77290307,09961438150
379,Jon Montgomery,33023507,78072,Hillyer,1914-02-28,Dennis,48955,9033,74w234107,1244032844,028-88702386,09176675247
380,Pedro Ates,81235548,49869,Berry,1941-12-17,Hector,5875,63193516911,13p023125,6103477676,077-22141007,09000367028
381,Lyle Pippen,55602337,59645,Lanterman,1991-08-11,Kevin,89731,406149,41q317878,5611221789,061-99026727,09615026688
